线路名称,线路类型,运行时间,总里程,公交公司,正向路线,反向路线
K42路(英雄山立交桥北--段兴东路张庄路),普通公交,,14.69145,济南公交总公司,"英雄山立交桥北,十六里河街道办事处,东方红桥,玉函小区南路玉兴路,
玉函小区南区,玉兴路土屋路,玉函小区北区,舜耕路玉函小区北路,
东八里洼,舜玉路舜耕路,舜玉路,张安,
玉函路济大路,省委二宿舍,玉函路马鞍山路,英雄山文化市场,
省体育馆南门,新世界商城,信义庄,经十一路西口,
建设路北口,经十路建设路,五里牌坊,经十路德兴街,
经十路经七路,经十路北小辛庄西街,经十路营市街,经六路营市街,
经六路营市西街,段兴东路经六路,山东省第二人民医院,段兴东路张庄路
","段兴东路张庄路,山东省第二人民医院,段兴东路经六路,经六路营市西街,
经六路营市街,经十路营市街,经十路北小辛庄西街,经十路经七路,
经十路德兴街,五里牌坊,经十路建设路,建设路北口,
经十一路西口,信义庄,新世界商城,省体育馆南门,
英雄山文化市场,玉函路马鞍山路,省委二宿舍,玉函路济大路,
张安,舜玉路,舜玉路舜耕路,东八里洼,
舜耕路玉函小区北路,玉函小区北区,玉兴路土屋路,玉函小区南区,
玉函小区南路玉兴路,东方红桥,十六里河街道办事处,英雄山立交桥北
"
K43路(领秀城西门--济南站),普通公交,0530--2140,13.46257,济南公交集团南部公交分公司,"领秀城西门,领秀城B街区,领秀城A街区,玉兴路二环南路,
玉兴路万寿路,玉函小区南区,玉兴路土屋路,玉函小区北区,
舜耕路玉函小区北路,东八里洼,舜玉小区,济大东校区,
省财政厅,舜玉小区北区,济大路玉函路,省委二宿舍,
玉函路马鞍山路,省体育中心东,经八路青年西路,民生大街经八路,
杆石桥南,人民商场,大观园,天桥南,
济南站","济南站,天桥南,大观园,人民商场,
杆石桥南,民生大街经八路,经八路青年西路,省体育中心东,
玉函路马鞍山路,省委二宿舍,济大路玉函路,舜玉小区北区,
省财政厅,济大东校区,舜玉小区,东八里洼,
舜耕路玉函小区北路,玉函小区北区,玉兴路土屋路,玉函小区南区,
玉兴路万寿路,玉兴路二环南路,领秀城A街区,领秀城B街区,
领秀城西门"
K45路(解放桥北--匡山小区),普通公交,,10.3193,济南公交总公司第四分公司,"解放桥北,东仓,省临床中心历山院区,花园路历山路,
长盛小区,明湖东路菜市庄街,大明湖火车站,大明湖北门,
北关,河套庄,明湖西路顺河街,陈家楼,
义合街,东西丹凤街济泺路,西工商河路堤口路,天桥区政府,
地铁济南站北,十一中,堤口路无影山路,地铁益康路站,
铁路宿舍,堤口路西口,济齐路张庄路,济齐路交校路,
匡山小区","匡山小区,济齐路交校路,济齐路张庄路,堤口路西口,
铁路宿舍,地铁益康路站,堤口路无影山路,十一中,
地铁济南站北,天桥区政府,西工商河路堤口路,东西丹凤街济泺路,
义合街,陈家楼,明湖西路顺河街,河套庄,
北关,大明湖北门,大明湖火车站,明湖东路菜市庄街,
长盛小区,花园路历山路,省临床中心历山院区,东仓,
解放桥北"
K47路(地铁鲍山站--解放桥北),普通公交,,15.34659,济南公交总公司第七分公司,"地铁鲍山站,飞跃大道新村中路,殷陈小区,殷陈西小区东,
飞跃大道工业南路,殷陈小学,省临床中心鲍山院区,烈士山东路,
义和庄,工业南路凤凰路,邓家,工业南路开拓路,
牛旺庄,工业南路舜华路,贤文庄,工业南路正丰路,
丁家庄东,丁家庄西,工业南路化纤厂路,工业南路彤霞路,
工业南路华信路,七里河,工业南路西口,甸柳庄,
公交集团,百花剧院,解放路山大路,中心医院,
解放桥北","解放桥北,中心医院,解放路山大路,百花剧院,
公交集团,甸柳庄,工业南路西口,七里河,
工业南路华信路,工业南路彤霞路,工业南路化纤厂路,丁家庄西,
丁家庄东,工业南路正丰路,贤文庄,工业南路舜华路,
牛旺庄,工业南路开拓路,邓家,工业南路凤凰路,
义和庄,烈士山东路,省临床中心鲍山院区,殷陈小学,
飞跃大道工业南路,殷陈西小区东,殷陈小区,飞跃大道新村中路,
地铁鲍山站"
K48路(洪家楼南路花园路--山大兴隆山校区),[],,16.27559,济南公交总公司,"洪家楼南路花园路,历城区政府,山大北路西口,山大路花园庄东路,
山大路山大南路,山大路解放路,山大路和平路,山大路文化东路,
省杂技团,山师,历山路文化东路,千佛山,
经十路舜耕路,泉城公园东门,泉城公园,舜耕国际会展中心,
济大东校区,舜玉小区,东八里洼,舜耕路玉函小区北路,
旅游路舜耕路,山东教育社,舜德路俊雅路,银丰花园,
二环南路舜德路,国网技术学院,二环南路舜世路,兴隆街道办事处,
兴隆山庄西,兴隆山庄,山大兴隆山校区","山大兴隆山校区,兴隆山庄,兴隆山庄西,兴隆街道办事处,
二环南路舜世路,国网技术学院,二环南路舜德路,银丰花园,
舜德路俊雅路,山东教育社,旅游路舜耕路,舜耕路玉函小区北路,
东八里洼,舜玉小区,济大东校区,舜耕国际会展中心,
泉城公园,泉城公园东门,经十路舜耕路,千佛山,
历山路文化东路,山师,省杂技团,山大路文化东路,
山大路和平路,山大路解放路,山大路山大南路,山大路花园庄东路,
山大北路西口,历城区政府,洪家楼南路花园路"
K49路(黄金山水郡公交车场--站前路南口),普通公交,0525--2130,13.93066,济南公交总公司第六分公司,"黄金山水郡公交车场,荆山东路旅游路,荆山,浆水泉路洄龙路,
黄金山水郡公交车场,黄金山水郡,黄金山水郡四区,浆水泉西路二环东路,
山东技师学院,山财大燕山校区,燕山立交桥南,燕山立交桥北,
二环东路文化东路,葛家庄,和平路燕子山路,燕子山小区,
和平路山大路,和平路历山东路,和平路山师东路,山东新闻大厦,
泺源大街棋盘街,银座商城,泉城广场,趵突泉南门,
饮虎池,杆石桥,经七纬二,大观园,
站前路南口","站前路南口,大观园,经七纬二,杆石桥,
饮虎池,趵突泉南门,泉城广场,银座商城,
泺源大街棋盘街,山东新闻大厦,和平路山师东路,和平路历山东路,
和平路山大路,燕子山小区,和平路燕子山路,葛家庄,
二环东路文化东路,燕山立交桥北,燕山立交桥南,山财大燕山校区,
山东技师学院,浆水泉西路二环东路,黄金山水郡四区,黄金山水郡,
黄金山水郡公交车场,浆水泉路洄龙路,荆山,荆山东路旅游路,
黄金山水郡公交车场"
K51路(济南站(车站东街站前路)--环山小区),普通公交,,9.06844,济南公交总公司,"济南站(车站东街站前路),天桥南,大观园,人民商场,
共青团路,趵突泉东门,泺文路泺源大街,泺文路文化西路,
青年东路,经十路舜耕路,千佛山,经十路历山路,
千佛山医院,经十路科院路,大众日报社宿舍,环山路燕翔路,
环山小区","环山小区,环山路燕翔路,大众日报社宿舍,经十路科院路,
千佛山医院,经十路历山路,千佛山,经十路舜耕路,
青年东路,泺文路文化西路,泺文路泺源大街,趵突泉东门,
共青团路,人民商场,大观园,天桥南,
济南站(车站东街站前路)"
K54路(东八里洼--地铁历山路站),普通公交,0630--2130,14.2612,济南公交集团南部公交分公司,"东八里洼,玉函小区北路舜耕路,玉函小区北路玉兴路,玉兴路八里洼路,
八里洼路玉函路,西藏中学,张安,玉函路济大路,
省委二宿舍,玉函路马鞍山路,英雄山文化市场,省体育馆南门,
新世界商城,英雄山北,纬一路经十路,市妇幼保健院,
纬一路经七路,杆石桥,饮虎池,趵突泉东门,
西门,芙蓉街,天地坛街,县西巷南口,
县西巷北口,市立一院,大明湖路按察司街,大明湖东门,
明湖东路菜市庄街,长盛小区,花园庄,地铁历山路站
","地铁历山路站,花园庄,长盛小区,明湖东路菜市庄街,
大明湖东门,大明湖路按察司街,市立一院,县西巷北口,
县西巷南口,天地坛街,芙蓉街,西门,
趵突泉东门,饮虎池,杆石桥,纬一路经七路,
市妇幼保健院,纬一路经十路,英雄山北,新世界商城,
省体育馆南门,英雄山文化市场,玉函路马鞍山路,省委二宿舍,
玉函路济大路,张安,西藏中学,八里洼路玉函路,
玉兴路八里洼路,玉函小区北路玉兴路,玉函小区北路舜耕路,东八里洼
"
K55路(山东医高专--还乡店),普通公交,,21.17451,济南公交总公司,"山东医高专,七里山西路南口,郎茂山小区南区,郎茂山小区,
郎茂山小区北区,七里山南村一区,二七南路七里山西路,二七南路西口,
建设路二七南路,建设路刘长山路,梁家庄,小梁庄街,
建设路北口,八一立交桥西,纬一路经十路,经八路胜利大街,
青年西路,青年桥东,齐鲁医院,朝山街南口,
朝山街北口,舜井街,青龙桥南,解放桥北,
舜怡佳园,山大路山大南路,山大路花园庄东路,山大北路西口,
历城区政府,洪家楼南路花园路,洪家楼,二环东路花园路,
鑫达小区,二环东路南全福街,桑园路西口,济钢高中,
将军花园,桑园路电建路,省农科院,齐鲁制药,
幸福苑,还乡店","还乡店,幸福苑,齐鲁制药,省农科院,
桑园路电建路,将军花园,济钢高中,桑园路西口,
二环东路南全福街,鑫达小区,二环东路花园路,洪家楼,
洪家楼南路花园路,历城区政府,山大北路西口,山大路花园庄东路,
山大路山大南路,舜怡佳园,解放桥北,青龙桥南,
舜井街,朝山街北口,朝山街南口,齐鲁医院,
青年桥东,青年西路,经八路胜利大街,纬一路经十路,
八一立交桥西,建设路北口,小梁庄街,梁家庄,
建设路刘长山路,建设路二七南路,二七南路西口,二七南路七里山西路,
七里山南村一区,郎茂山小区北区,郎茂山小区,郎茂山小区南区,
七里山西路南口,山东医高专"
K58路(济南西站公交枢纽--动物园),普通公交,0530--0000,16.77779,济南公交总公司第四分公司,"济南西站公交枢纽,济南西站,齐州路日照路,大金新苑,
育华中学,齐州路经十路,经十路齐州路,经十路腊山河东路,
明星小区,地铁腊山站,刘庄,刘庄路经十路,
桃园小区,经六路二环西路,孔村小区,经六路段兴西路,
经六路营市西街,经六路营市东街,经六路德新路,经六纬十二,
纬十二路经五路,经四纬十,省立医院,山东省眼科医院,
经四纬三,大观园,天桥南,制革街,
长途汽车站,工人新村南村,工人新村北村,动物园
","动物园,工人新村北村,工人新村南村,长途汽车站,
制革街,天桥南,大观园,经四纬三,
山东省眼科医院,省立医院,经四纬十,纬十二路经五路,
经六纬十二,经六路德新路,经六路营市东街,经六路营市西街,
经六路段兴西路,孔村小区,经六路二环西路,桃园小区,
刘庄路经十路,刘庄,地铁腊山站,明星小区,
经十路腊山河东路,经十路齐州路,齐州路经十路,育华中学,
大金新苑,齐州路日照路,济南西站,济南西站公交枢纽
"
K59路(浆水泉路荆山东路--山东汽配城),普通公交,,18.31793,济南公交总公司第三车队,"浆水泉路荆山东路,浆水泉路洄龙路,浆水泉路旅游路,地矿家园,
正大城市花园,友谊苑小区,窑头路二环东路,文化东路东口,
山东省精神卫生中心,省文化艺术学校,省杂技团,山师,
历山路文化东路,历山路和平路,解放桥,青龙桥南,
泉城广场北,趵突泉东门,趵突泉北门,共青团路,
人民商场,大观园,经四纬三,山东省眼科医院,
省立医院,经四纬十,纬十二路经二路,八里桥,
济齐路张庄路,济齐路交校路,匡山小区,匡山小区西,
山东汽配城","山东汽配城,匡山小区西,匡山小区,济齐路交校路,
济齐路张庄路,八里桥,纬十二路经二路,经四纬十,
省立医院,山东省眼科医院,经四纬三,大观园,
人民商场,共青团路,趵突泉北门,趵突泉东门,
泉城广场北,青龙桥南,解放桥,历山路和平路,
历山路文化东路,山师,省杂技团,省文化艺术学校,
山东省精神卫生中心,文化东路东口,窑头路二环东路,友谊苑小区,
正大城市花园,地矿家园,浆水泉路旅游路,浆水泉路洄龙路,
浆水泉路荆山东路"
K60路(西八公交车场--波罗峪),普通公交,,16.58916,济南公交总公司第二分公司,"西八公交车场,十六里河街道办事处,英雄山立交桥南,南苑小区,
分水岭南,大涧沟,大涧沟南,西仙村,
上店子北,北侯村西,北侯村东,傅家,
傅家东,西泉泸,泉泸,泉泸东,
波罗峪","波罗峪,泉泸东,泉泸,西泉泸,
傅家东,傅家,北侯村东,北侯村西,
上店子北,西仙村,大涧沟南,大涧沟,
分水岭南,南苑小区,英雄山立交桥南,十六里河街道办事处,
西八公交车场"
K64路(英雄山立交桥北--甸柳庄),普通公交,,16.22374,济南公交集团南部公交分公司,"英雄山立交桥北,十六里河街道办事处,东方红桥,西八公交车场,
英雄山路七里山路,四季花园,七里山南村,六里山南路西口,
六里山南路东段,济大路玉函路,舜玉小区北区,省财政厅,
舜耕国际会展中心,马鞍山路舜耕路,千佛山西门,千佛山风景区,
经十一路千佛山东二路,千佛山医院南门,中创软件,绿苑小区,
环山路燕翔路,大众日报社宿舍,经十路燕子山西路,经十路山大路,
经十路燕子山路,燕山立交桥西2,燕山立交桥西,省市监局,
甸柳新村五区,燕子山路和平路,燕子山路北口,公交集团,
甸柳庄","甸柳庄,公交集团,燕子山路北口,燕子山路和平路,
甸柳新村五区,省市监局,燕山立交桥西,燕山立交桥西2,
经十路燕子山路,经十路山大路,经十路燕子山西路,大众日报社宿舍,
环山路燕翔路,绿苑小区,中创软件,千佛山医院南门,
经十一路千佛山东二路,千佛山风景区,千佛山西门,马鞍山路舜耕路,
舜耕国际会展中心,省财政厅,舜玉小区北区,济大路玉函路,
六里山南路东段,六里山南路西口,七里山南村,四季花园,
英雄山路七里山路,西八公交车场,东方红桥,十六里河街道办事处,
英雄山立交桥北"
